Year,1950,1950,1960,1960,1970,1970,1980,1980,1990,1990,1995,1995,2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019
China (People's Republic of),0,0,0,0,0,0,0,0,0.1,0,0.2,0,0.2,0,0.2,0,0.3,0.2,0.5,0.2,0.6,0.3,0.6,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.7,0.3,0.8,0.3,0.8,0.3,0.8,0.4,0.8,0.4,1.3,0.4,1.6,0.4,1.6,0.4
Christmas Islands,0,0,0,0,0,0,0,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0,62.1,0
Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
Colombia,0.2,0,0.2,0,0.4,0,3.6,0.2,9.8,0.3,9.8,3.8,10.3,3.8,10.3,3.8,11.3,3.8,11.3,3.8,11.3,3.8,11.7,8,11.9,8,12.3,8,12.6,8,13.9,8,13.9,8.1,14,8.1,14,8.1,14.1,8.3,14.4,8.4,14.7,8.4,14.8,8.4,15,12.4,15,12.4,15,12.4
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.9,100,2.9,100,2.9,100
Costa Rica,0,0,0.1,0,2.3,0.1,11.2,0.6,19.9,0.7,22.1,0.7,24.6,1,24.6,1,24.6,1,28.3,1,28.3,1,28.3,1,28.3,1,28.3,1,28.3,1,28.3,1,29.5,1,29.5,1,29.5,1,29.5,1,29.5,1,29.5,1,29.5,1,29.5,1,29.5,1,29.5,1
Croatia,0.8,0,0.9,0.1,1.8,0.3,2.2,0.7,7.8,0.9,8.5,1,10.1,1,10.4,1,10.4,1,10.5,1,10.6,1.3,10.6,1.3,10.9,1.6,10.9,1.6,10.9,1.6,10.9,1.6,10.9,1.6,12.4,1.6,12.4,1.6,37.7,9.3,37.7,9.3,37.7,9.3,37.7,9.3,37.7,9.3,37.7,9.3,37.7,9.3
Cyprus,0,0,0,0,0,0,0,0,0.1,0,1.2,0,10.6,0.1,10.9,0.1,10.9,0.1,11.1,0.1,12.3,0.1,13.5,0.1,13.5,0.1,15.3,0.1,17.5,0.1,18.1,0.1,18.1,0.1,18.1,0.1,18.1,0.1,18.3,0.1,34.7,0.1,34.7,0.1,36.6,0.1,36.6,0.1,36.6,0.1,36.6,0.1
Curacao,1.6,0,1.6,0,1.6,0,6.7,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,16.6,0,16.6,0,16.6,0,16.6,0,16.6,0,16.9,0,16.9,0
Faeroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,2.2,0.5,2.2,0.5,2.2,0.5,2.2,0.5,2.2,0.5,2.2,0.5,2.2,0.5,2.2,0.5
Falkland Islands (Malvinas),0.3,0,0.3,0,0.3,0,0.4,0,0.4,0,0.4,0,0.4,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,4.6,0.5,4.6,0.5,4.6,0.5,4.6,0.5,4.6,0.5,4.6,0.5,4.6
French Guiana,0,0,0,0,0,0,0,0,0,0,4.9,0.6,6,0.6,12.4,0.6,12.7,0.6,12.7,0.6,12.7,0.6,12.7,0.6,12.7,0.6,52.6,0.6,52.6,0.6,52.6,0.6,52.6,0.6,52.6,0.6,52.6,0.6,52.6,0.6,52.6,0.6,52.7,0.6,52.7,0.6,52.8,0.6,52.8,0.6,52.8,0.6
French Polynesia,0,0,0,0,0,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,2.1,0,2.1,0,2.1,0,2.1,0,2.1,0,2.1,0,2.1,0,2.1,0,2.1,0,2.1,0,2.1,0,2.1,0
French Southern and Antarctic Lands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.1,0,99.1,0,99.4,0.8,99.4,0.8,99.4,0.8,99.8,0.9,99.8,0.9,99.8,0.9,99.8,0.9,99.8,0.9,99.9,33.9,99.9,84,99.9,84,99.9,84
Georgia,1.3,0,1.6,0,1.7,0,1.8,0,1.8,0,3.2,0,3.8,0.7,3.8,0.7,3.8,0.7,6,0.7,6,0.7,6,0.7,6.2,0.7,6.9,0.7,6.9,0.7,6.9,0.7,6.9,0.7,7.1,0.7,7.2,0.7,7.2,0.7,8.4,0.7,8.4,0.7,8.4,0.7,8.4,0.7,8.4,0.7,8.4,0.7
Gibraltar,0,0,0,0,0,0,0,0,0,0,6.2,0,6.2,0,6.2,0,6.2,0,6.2,0,41.1,14,41.1,14,41.1,14,41.1,43.7,41.1,43.7,41.1,43.7,41.1,43.7,41.1,43.7,41.1,43.7,41.1,43.7,41.1,43.7,41.1,43.7,41.1,43.7,41.1,43.7,41.1,43.7,41.1,43.7
Greenland,0,0,0,0,0,0,40.5,4.3,40.9,4.4,40.9,4.4,40.9,4.4,40.9,4.4,40.9,4.4,41.1,4.4,41.1,4.4,41.1,4.4,41.1,4.4,41.1,4.4,41.1,4.4,41.1,4.4,41.1,4.4,41.2,4.4,41.2,4.4,41.2,4.4,41.2,4.4,41.2,4.4,41.2,4.4,41.2,4.4,41.2,4.4,41.2,4.4
Guadeloupe,0,0,0,0,0,0,0,0,62.4,1.5,62.7,1.5,63.6,1.5,63.6,1.5,63.6,1.5,64.1,1.5,64.1,1.5,64.1,1.5,64.1,1.5,64.1,1.5,64.2,1.5,64.2,1.5,71.2,99.5,71.2,99.5,71.2,99.5,71.2,99.5,71.2,99.5,71.2,99.5,71.2,99.5,71.2,99.5,71.2,99.5,71.2,99.5
Guam,2.7,0,2.7,0,2.7,0,3.8,0,3.8,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,23.8,22.9,23.8,22.9,23.8,22.9,23.8,22.9,23.8,22.9,23.8,22.9,23.8,22.9,23.8,22.9,23.8,22.9,23.8,22.9,23.8
Heard Island and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,100,1.4,100,1.4,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9,100,16.9
India,0.2,0,0.5,0,0.7,0,2.5,0.2,5,0.7,5.3,0.7,5.4,0.7,5.4,0.7,5.5,0.7,5.5,0.7,5.5,0.7,5.5,0.7,5.5,0.7,5.5,0.7,5.5,0.7,5.5,0.7,5.5,0.7,5.5,0.7,5.7,0.7,5.7,0.7,5.7,0.7,5.7,0.7,5.7,0.7,5.7,0.7,5.7,0.7,5.7,0.7
Indonesia,11.2,0.9,11.2,0.9,11.2,0.9,11.2,0.9,11.3,0.9,11.3,0.9,11.8,0.9,11.8,0.9,11.8,0.9,11.8,0.9,11.9,0.9,11.9,0.9,12.2,1,12.2,1.2,12.2,1.3,12.3,2.2,12.3,2.2,12.4,2.2,12.4,2.2,12.4,2.3,12.5,2.6,12.5,2.7,12.5,2.7,12.5,2.8,12.5,3,12.5,3
Guernsey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,1,0.3,1.1,0.3,1.1,0.3,1.1,0.3,1.1,0.3,1.1,0.3,1.1,0.3,1.1,0.3,1.1,0.3,2.9,0.5,2.9,0.5,2.9,18.4,2.9,18.4,2.9,18.4
Isle of Man,0.4,..,0.4,..,0.4,..,0.4,..,0.5,..,0.5,..,1.1,..,1.1,..,1.1,..,1.1,..,1.3,..,1.6,..,1.7,..,1.7,..,3.6,..,3.7,..,3.7,..,3.8,..,3.9,..,3.9,..,3.9,..,3.9,..,3.9,..,3.9,..,4,..,4,..
Jersey,16.1,0.9,16.1,0.9,16.1,0.9,16.1,0.9,16.1,0.9,16.1,1,16.1,2.4,16.1,2.4,16.1,2.4,16.1,2.4,16.1,2.4,16.1,8.3,16.1,8.3,16.1,8.3,16.1,8.3,16.3,8.3,16.3,8.3,16.3,8.3,16.3,8.3,16.3,8.3,16.3,8.3,16.3,8.3,16.3,8.3,16.3,8.3,16.3,8.3,16.3,8.3
Kazakhstan,0.2,..,0.2,..,1,..,1.8,..,2.4,..,2.4,..,2.6,..,2.6,..,2.6,..,2.6,..,2.6,..,2.6,..,2.6,..,2.6,..,2.7,..,3,..,3,..,3,..,3.5,..,3.5,..,3.5,..,3.5,..,3.5,..,3.5,..,3.5,..,3.5,..
Kyrgyzstan,3.2,..,3.7,..,3.7,..,5.5,..,5.9,..,6.3,..,6.5,..,6.5,..,6.5,..,6.5,..,6.5,..,6.6,..,6.6,..,6.6,..,6.6,..,6.6,..,6.6,..,6.8,..,6.8,..,6.9,..,6.9,..,6.9,..,7.1,..,7.1,..,7.1,..,7.1,..
Malta,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.7,0,16,0,19.7,0,19.8,0,21.1,0,21.7,0,21.7,0,23,0,23.2,0.1,24.5,0.1,24.6,0.1,24.8,0.4,25.5,0.4,28.3,0.4,28.3,0.4,28.3,0.4,28.3,0.4,28.5,6.6,28.5,6.6,28.5,6.6,28.5,6.6
Martinique,0,0,0,0,0,0,66.6,0,66.6,0,66.6,0,66.7,0,66.7,0,66.7,0,66.7,0,66.7,0,66.9,0,66.9,0,66.9,0,66.9,0,66.9,0,67.1,99.2,67.1,99.2,67.1,99.2,67.1,99.2,67.1,99.2,67.1,99.2,67.1,99.2,100,99.9,100,99.9,100,99.9
Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,1.1,0,1.1,0,5.5,0,10.2,98.4,10.2,98.4,10.2,98.5,10.2,98.5,10.2,98.5,10.2,98.5,10.7,98.5,10.7,98.5,10.7,98.5,10.7,98.5
Moldova,0,..,0,..,0,..,1,..,1,..,1.5,..,2.1,..,2.1,..,2.1,..,3.8,..,3.8,..,4.3,..,4.3,..,4.3,..,4.3,..,4.3,..,4.3,..,4.3,..,4.3,..,4.3,..,4.3,..,4.3,..,4.3,..,4.3,..,4.3,..,4.3,..
Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,10.6,0,10.6,0,10.6,0,10.6,0,10.6,0
New Caledonia,0.7,0,1.1,0,2.4,0,6.5,0,6.6,0,6.6,0.1,6.6,0.2,6.6,0.2,6.6,0.2,6.6,0.2,6.6,0.2,6.6,0.2,6.6,0.2,6.6,0.2,112.3,1.9,123.8,2.3,123.8,2.3,123.8,2.3,123.8,2.3,123.8,2.5,125.2,96.4,125.2,96.4,125.2,96.4,125.2,96.4,125.2,96.4,125.2,96.4
Niue,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0
Norfolk Island,0,0,0,0,0,0,0,0,0,0,12.9,0,17.6,0,17.6,0,17.6,0,17.6,0,17.6,0,17.6,0,17.6,0,17.6,0,17.6,0,17.6,0,17.6,0,17.6,0,19.2,43.7,19.2,43.7,19.2,43.7,19.2,43.7,19.2,43.7,19.2,43.7,19.2,43.7,19.2,43.7
Northern Mariana Islands,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,7.9,27,7.9,27,7.9,27,7.9,27,7.9,27,7.9,27,7.9,27,7.9,27,7.9,27,7.9,27,7.9,27
Peru,0.1,0,0.1,0,0.1,0,4,0.3,4.8,0.3,4.8,0.3,7.3,0.3,9.1,0.3,12.4,0.3,12.9,0.3,15.2,0.3,15.7,0.3,15.8,0.3,15.9,0.3,16,0.3,16.8,0.4,17.9,0.4,18.8,0.5,19.3,0.5,19.3,0.5,19.3,0.5,20.7,0.5,20.7,0.5,20.8,0.5,21.5,0.5,21.5,0.5
Pitcairn,0,0,0,0,0,0,0,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.1,0,58.3,99.3,58.3,99.3,58.3,99.3,58.3,99.3
Puerto Rico,4.8,0,4.8,0,4.8,0,4.9,0.6,6.2,1.6,6.2,1.6,6.2,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8,7.1,1.8
Réunion,0,0,0,0,0,0,0.2,0,3.5,0,5.4,0,5.7,0,5.7,0,6.1,0,6.1,0,6.1,0,6.1,0,6.6,0,63.5,0,63.7,0,63.7,0,63.7,0,63.7,0,63.7,0,63.7,0,63.7,0,63.8,0,63.8,0,63.8,0,63.8,0,63.8,0
Romania,0.1,0,0.1,0,0.1,0,0.3,0,2,0,4.3,3.9,5.3,4.2,5.4,4.2,5.4,4.2,5.4,4.2,5.4,4.2,7.3,4.2,14.9,12.3,19.8,12.9,19.9,12.9,19.9,12.9,19.9,12.9,23.9,13.4,24.3,13.4,25.2,13.4,25.2,13.4,25.2,13.4,25.4,20.9,25.4,20.9,25.4,20.9,25.4,20.9
Russia,1.2,0,1.2,0,1.5,0,2.6,0.3,4.7,0.4,7.9,2.4,9.6,2.7,9.6,2.7,9.7,2.7,9.7,2.7,9.7,2.7,9.7,2.7,9.7,2.7,9.7,2.7,9.7,2.7,9.7,2.7,9.7,2.7,9.7,2.7,9.8,2.7,9.8,2.7,9.8,2.7,9.8,2.7,9.8,2.7,9.8,2.7,9.8,2.7,9.8,2.7
Saint Helena,0,0,0,0,0,0,0,0,0,0,20.1,0.2,20.1,0.2,20.1,0.2,20.1,0.2,20.1,0.2,20.1,0.2,22.6,0.2,22.6,0.2,22.6,0.2,911.4,0.2,911.4,0.2,911.4,0.2,911.4,0.2,911.4,0.2,911.4,0.2,913.6,0.2,913.6,0.2,913.6,0.2,913.6,0.2,913.6,0.2,913.6,0.2
Saint Barthélemy,0,0,0,0,0,0,0,0,0,0,2.1,0,8.7,0.4,8.7,0.4,8.7,0.4,8.7,0.4,8.7,0.4,8.7,0.4,8.7,0.4,8.7,0.4,8.7,0.4,8.7,0.4,11.2,98.4,11.2,98.4,11.2,98.4,11.2,98.4,11.2,98.4,11.2,98.4,11.2,98.4,11.2,98.4,11.2,98.4,11.2,98.4
Saint Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,3.6,0,3.6,0,3.6,0,3.6,0,3.6,0.2,3.6,0.2,3.6,0.2,3.6,0.2,3.6,0.2,5.2,0.2,5.2,0.2,5.2,0.7,5.2,0.7,5.2,0.7,5.2,0.7,5.2,0.7,5.2,0.7,5.2,0.7,5.2
Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,0,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0
Saudi Arabia,0.4,0,0.4,0,0.4,0,0.4,0,3.2,2.6,4.7,2.6,4.7,2.6,4.7,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6,4.8,2.6
South Africa,2.5,0,3,0,3.8,0,4.8,0.1,5.7,0.1,6.2,0.1,6.5,0.1,6.7,0.1,6.7,0.1,6.7,0.1,7.2,0.3,7.3,0.3,7.3,0.3,7.3,0.3,7.3,0.3,7.3,0.3,7.3,0.3,7.4,0.3,7.4,0.3,7.4,11.3,7.6,11.3,7.7,11.3,8,11.3,8,11.3,8,11.3,8,11.3
South Georgia and the South Sandwich Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,82.9,100,82.9,100,82.9,100,82.9,100,82.9,100,82.9,100,82.9,100,82.9
Svalbard and Jan Mayen,0,0,0,0,0,0,55.3,6.4,55.3,6.4,55.3,6.4,55.3,6.4,55.3,6.4,55.6,6.6,63.3,7,63.3,7,64.5,7,64.5,7,64.5,7,64.5,7,64.5,7,75.5,7.4,75.5,7.4,75.5,7.4,75.5,7.4,75.5,7.4,75.5,7.4,75.5,7.4,75.5,7.4,75.5,7.4,75.5,7.4
Tajikistan,0.3,..,0.6,..,1,..,2.3,..,2.6,..,2.8,..,18.5,..,19.1,..,19.1,..,19.1,..,19.1,..,19.1,..,19.1,..,19.1,..,19.1,..,19.1,..,19.1,..,19.1,..,19.1,..,22.1,..,22.1,..,22.1,..,22.1,..,22.1,..,22.1,..,22.1,..
Tokelau,0,0,0,0,0,0,0,0,0,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0,1.3,0
Turkmenistan,0.7,..,0.9,..,0.9,..,2.3,..,3,..,3,..,3,..,3,..,3,..,3,..,3,..,3,..,3,..,3,..,3.5,..,3.5,..,3.5,..,3.5,..,3.5,..,3.5,..,3.5,..,3.5,..,3.5,..,3.5,..,3.5,..,3.5,..
Turks and Caicos Islands,0.8,0,0.8,0,0.8,0,0.8,0,23.2,0.4,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5,30.7,0.5
Ukraine,0.2,0.4,0.3,0.9,0.5,0.9,1.3,2.1,2.1,2.1,3.6,3,4.3,3,4.3,3,4.3,3,4.3,3,4.3,3,4.3,3,4.3,3.1,4.3,3.1,4.3,3.1,4.3,3.1,4.3,3.1,4.3,3.1,4.3,3.1,4.4,3.1,4.4,3.1,4.4,3.1,4.4,3.1,4.4,3.1,4.4,3.1,4.4,3.1
United States Minor Outlying Islands,2,0.1,2,0.1,2,0.1,4.3,0.4,5.9,0.4,5.9,0.4,5.9,0.4,96.7,0.6,96.7,0.6,96.7,0.6,96.7,0.6,96.7,0.6,97,0.6,97,0.6,97,0.6,100,64.7,100,64.7,100,64.8,100,64.8,100,64.8,100,64.8,100,64.8,100,64.8,100,64.8,100,64.8,100,64.8
Uzbekistan,0.2,..,0.2,..,0.2,..,0.4,..,2,..,2.1,..,2.1,..,2.2,..,2.2,..,2.2,..,2.2,..,2.2,..,2.2,..,2.2,..,3.4,..,3.4,..,3.4,..,3.4,..,3.4,..,3.4,..,3.4,..,3.4,..,3.4,..,3.4,..,3.4,..,3.4,..
United States Virgin Islands,1.4,0,11.6,0.1,11.9,0.3,11.9,0.3,11.9,0.4,12.6,0.4,12.7,0.4,12.7,0.6,12.7,0.6,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1,12.8,1
Wallis and Futuna,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0
APEC,1.7,0.1,2,0.1,2.6,0.2,4.2,0.3,5.7,1.9,7,2.4,8.1,3.7,8.2,3.9,8.6,5.4,8.8,5.4,8.9,5.4,9,5.4,9.1,7.5,9.3,9.6,9.5,10.1,9.6,10.2,9.7,10.5,9.9,10.5,10.2,15.1,10.5,15.2,10.7,15.2,10.9,15.2,11,16.7,11.1,17.2,11.2,18.7,11.2,19
ASEAN,5.7,0.5,5.8,0.5,6.4,0.5,7.1,0.5,8.5,0.6,10.4,0.6,11.5,0.8,11.7,0.8,11.9,0.9,12.1,0.9,12.6,1,12.7,1,12.8,1,12.9,1.2,12.9,1.2,13.1,1.7,13.4,1.7,13.5,1.7,13.5,1.8,13.6,1.8,13.6,2,13.6,2,13.6,2.1,13.7,2.1,13.7,2.2,13.7,2.2
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",1.1,0.2,1.2,0.2,1.3,0.2,2.3,0.4,4.4,0.5,6.2,1.3,8.1,1.4,8.4,1.4,9,1.4,9.2,1.5,9.4,1.5,9.7,1.5,10.6,1.5,10.7,1.6,10.9,1.6,11.3,1.9,11.4,1.9,11.4,1.9,11.4,1.9,11.5,2.7,11.5,2.8,11.5,2.8,11.6,2.8,11.7,2.8,11.8,6.9,11.8,6.9
OECD America,2.4,0.1,3.1,0.1,4.2,0.2,6.8,0.3,8,2.8,8.8,3.2,9.8,6.5,9.9,6.5,10.1,10.2,10.4,10.2,10.6,10.2,10.7,10.3,10.8,15.8,11,15.8,11.4,17,11.6,17.1,11.7,17.9,11.8,17.9,11.9,17.9,12,17.9,12.1,17.9,12.2,17.9,12.2,21.7,12.2,23,12.3,27,12.3,27.6
"Eastern Europe, Caucasus and Central Asia",1,0.1,1.1,0.1,1.4,0.1,2.4,0.3,4.2,0.4,6.7,2.4,8.2,2.7,8.2,2.7,8.3,2.7,8.3,2.7,8.3,2.7,8.3,2.7,8.3,2.7,8.3,2.7,8.4,2.7,8.4,2.7,8.4,2.7,8.4,2.7,8.5,2.7,8.6,2.7,8.6,2.7,8.6,2.7,8.6,2.7,8.6,2.7,8.6,2.7,8.6,2.7
Latin America and Caribbean,0.5,0,0.7,0,1.8,0,4.3,0.8,8.1,0.8,10.8,1.2,14.2,1.4,15.4,1.4,17,1.5,17.4,1.5,18.1,1.7,18.8,2,20.6,2,21,2.1,21.7,2.1,22.7,2.2,22.9,3,23.1,3,23.1,8,23.5,8.2,23.6,8.2,23.8,8.4,23.9,12.2,24,13.2,24.2,21.5,24.2,22.1
Middle East and North Africa,0.2,0.1,0.2,0.1,0.3,0.1,1.8,0.2,3,0.4,3.6,0.7,4,0.8,4.3,0.8,4.5,0.8,4.6,0.8,4.7,0.9,4.7,0.9,4.7,0.9,5.2,1,5.2,1.1,5.2,1.2,5.3,1.2,5.3,1.2,6.4,1.2,6.4,1.2,6.5,1.2,6.5,1.2,6.8,1.3,6.8,1.3,6.8,1.3,6.8,1.3
Saint Martin,0,0,0,0,0,0,0,0,0,0,0,0,6.8,3.2,6.8,3.2,6.8,3.2,7.7,3.2,7.9,3.2,7.9,3.2,10.4,3.2,10.4,3.2,10.4,3.2,10.4,3.2,10.6,96.6,10.6,96.6,10.8,96.6,10.8,96.6,10.8,96.6,10.8,96.6,10.8,96.6,10.8,96.6,10.8,96.6,10.8,96.6
Clipperton Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7,0.4,33.7,0.4,33.7,0.4,33.7,0.4
